CLIENTE,CONEXAO,EDGEID,FORNECEDOR,"FUNCAO_INTERFACE",HOSTNAME,IDHOST,IDINT,INTERFACE,"IP_GERENCIAMENTO","IP_IP2",MODELO,"NOME_CLIENTE","NOME_FANTASIA","NOME_LOCALIDADE_MERAKI",PRIMEID,SERIAL,"SIGLA_CIENTE","SOLUCAO_ID","TIPO_EQUIPAMENTO",TOKEN,URL,USER,timeInputLookupBdi
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CP-0011909-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-HWP4-PG73.mera.boti",189407,5363643,wan2,,"10.1.1.179",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- FERF & JLG SHOPPING COMERCIO DE COSMETICOS LTDA - ME","B-LJ-CP-00","BOTI#11909-00#00","Q2KN-HWP4-PG73",BOTI,20195191,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente ( 10 mb ) > % #B-LJ-EP-0007973-SP-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-68B7-QLBF.mera.boti",187114,5359542,wan1,,"10.0.0.100",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- JORGE FERREIRA MOUTINHO ME","B-LJ-EP-00","BOTI#7973-00#00","Q2KN-68B7-QLBF",BOTI,20195189,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11989789047 ( 4g ) > % #B-LJ-CS-0007943-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EMU2-CTLB.mera.boti",188865,5362686,wan1,,"192.168.0.157",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- FERF E JLG SUZANO COMERCIO DE COSME  LTDA - EPP","B-LJ-CS-00","BOTI#7943-00#00","Q2KN-EMU2-CTLB",BOTI,20195188,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< sznism-012801 ( vsat banda ka ) > % #B-LJ-CS-0007943-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EMU2-CTLB.mera.boti",188865,5362687,wan2,,"10.22.46.116",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- FERF E JLG SUZANO COMERCIO DE COSME  LTDA - EPP","B-LJ-CS-00","BOTI#7943-00#00","Q2KN-EMU2-CTLB",BOTI,20195188,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CS-0007943-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2CX-83TR-7TSW.mera.boti",186126,5358115,lan1,,"10.192.98.218","MS120-8FP","O BOTICARIO FRANCHISING LTDA","BOTI- FERF E JLG SUZANO COMERCIO DE COSME  LTDA - EPP","B-LJ-CS-00","BOTI#7943-00#00","Q2CX-83TR-7TSW",BOTI,20195188,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente ( 60 mb ) > % #B-LJ-EP-0012011-SP-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-F3MS-2N4B.mera.boti",188946,5362832,wan1,,"192.168.15.2",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- C FRAGA COMERCIO DE COSMETICOS LTDA ME","B-LJ-EP-00","BOTI#12011-00#00","Q2KN-F3MS-2N4B",BOTI,20195187,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0012011-SP-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-F3MS-2N4B.mera.boti",188946,5362833,wan2,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- C FRAGA COMERCIO DE COSMETICOS LTDA ME","B-LJ-EP-00","BOTI#12011-00#00","Q2KN-F3MS-2N4B",BOTI,20195187,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 279001088020 ( adsl ) > % #B-LJ-CO-0004841-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EUE9-BC9L.mera.boti",188908,5362762,wan1,,"192.168.0.10",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- SANDRA MARIA GALEMBECK FRAGA ME","B-LJ-CO-00","BOTI#4841-00#00","Q2KN-EUE9-BC9L",BOTI,20195186,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11989519343 (4g) > % #B-LJ-CO-0004841-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EUE9-BC9L.mera.boti",188908,5362763,wan2,,"10.1.1.104",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- SANDRA MARIA GALEMBECK FRAGA ME","B-LJ-CO-00","BOTI#4841-00#00","Q2KN-EUE9-BC9L",BOTI,20195186,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0019132-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5RJE-GZ9C.mera.boti",187016,5359360,wan1,,"10.0.0.100",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- KARINE FILGUEIRA DE OLIVEIRA-EIRELI EPP","B-LJ-EP-00","BOTI#19132-00#00","Q2KN-5RJE-GZ9C",BOTI,20195185,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0019132-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-5RJE-GZ9C.mera.boti",187016,5359361,wan2,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- KARINE FILGUEIRA DE OLIVEIRA-EIRELI EPP","B-LJ-EP-00","BOTI#19132-00#00","Q2KN-5RJE-GZ9C",BOTI,20195185,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0011597-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-E8RU-MNUG.mera.boti",188794,5362559,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- IRAPUAN MARTINEZ AFONSO EIRELI - EPP","B-LJ-EP-00","BOTI#11597-00#00","Q2KN-E8RU-MNUG",BOTI,20195184,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011294-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-CFRQ-RHWN.mera.boti",188442,5361927,wan1,,"192.168.1.149",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- AFONSO E FILGUEIRA LTDA","B-LJ-EP-00","BOTI#11294-00#00","Q2KN-CFRQ-RHWN",BOTI,20195183,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0011086-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-BJYX-AQZS.mera.boti",188216,5361529,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- KARINE FILGUEIRA DE OLIVEIRA - EIRELI - EPP","B-LJ-EP-00","BOTI#11086-00#00","Q2KN-BJYX-AQZS",BOTI,20195182,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011086-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-BJYX-AQZS.mera.boti",188216,5361530,wan2,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- KARINE FILGUEIRA DE OLIVEIRA - EIRELI - EPP","B-LJ-EP-00","BOTI#11086-00#00","Q2KN-BJYX-AQZS",BOTI,20195182,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0014782-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-MLPB-TUQY.mera.boti",189536,5363877,wan1,,"192.168.2.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- M MACEDO PERFUMARIA LTDA - ME","B-LJ-EP-00","BOTI#14782-00#00","Q2KN-MLPB-TUQY",BOTI,20195180,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl do cliente > % #B-LJ-EP-0011825-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-9QAT-Y9Y7.mera.boti",187850,5360875,wan1,,"192.168.1.2",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- VANESSA KELLY ALMEIDA MACEDO - ME   .","B-LJ-EP-00","BOTI#11825-00#00","Q2KN-9QAT-Y9Y7",BOTI,20195179,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011656-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-FACH-YE27.mera.boti",188995,5362917,wan1,,"10.0.0.188",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- VANESSA KELLY ALMEIDA MACEDO ME","B-LJ-EP-00","BOTI#11656-00#00","Q2KN-FACH-YE27",BOTI,20195178,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0009028-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-CM2F-LYLM.mera.boti",188472,5361976,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- M MACEDO PERFUMARIA LTDA ME","B-LJ-EP-00","BOTI#9028-00#00","Q2KN-CM2F-LYLM",BOTI,20195177,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0007883-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-H424-8CB3.mera.boti",189366,5363578,wan1,,"192.168.1.4",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- A MACEDO PERFUMARIA LTDA - ME","B-LJ-EP-00","BOTI#7883-00#00","Q2KN-H424-8CB3",BOTI,20195176,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl do cliente > % #B-LJ-EP-0007875-CE-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-C9RF-ZWUY.mera.boti",188398,5361850,wan1,,"192.168.1.2",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- A MACEDO PERFUMARIA LTDA - ME","B-LJ-EP-00","BOTI#7875-00#00","Q2KN-C9RF-ZWUY",BOTI,20195175,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0006052-RO-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-FDBZ-LWAX.mera.boti",191133,5365899,lan1,,"10.200.69.162",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI- B E A PERFUMARIA E COSMETICOS  LTDA","B-LJ-CO-00","BOTI#6052-00#00","Q2PD-FDBZ-LWAX",BOTI,20195174,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 220001521012 ( adsl  10 mb ) > % #B-LJ-CO-0006052-RO-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-AJ74-FVUF.mera.boti",188002,5361150,wan1,,"192.168.114.62",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- B E A PERFUMARIA E COSMETICOS  LTDA","B-LJ-CO-00","BOTI#6052-00#00","Q2KN-AJ74-FVUF",BOTI,20195174,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11994133411 ( 4g  10 mb ) > % #B-LJ-CO-0006052-RO-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-AJ74-FVUF.mera.boti",188002,5361151,wan2,,"192.168.0.129",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- B E A PERFUMARIA E COSMETICOS  LTDA","B-LJ-CO-00","BOTI#6052-00#00","Q2KN-AJ74-FVUF",BOTI,20195174,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 910001076570 (adsl) > % #B-LJ-CO-0016166-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-F2XK-XNHC.mera.boti",188939,5362818,wan1,,"192.168.0.11",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- LIRIOS COMERCIO DE PRODUTOS NATURAIS LTDA ME","B-LJ-CO-00","BOTI#16166-00#00","Q2KN-F2XK-XNHC",BOTI,20195173,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11989527038 (3g) > % #B-LJ-CO-0016166-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-F2XK-XNHC.mera.boti",188939,5362819,wan2,,"192.168.0.148",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- LIRIOS COMERCIO DE PRODUTOS NATURAIS LTDA ME","B-LJ-CO-00","BOTI#16166-00#00","Q2KN-F2XK-XNHC",BOTI,20195173,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< itv/ip/00187 (adsl) > % #B-LJ-CO-0017751-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-ELVY-EYX9.mera.boti",188853,5362664,wan1,,"200.208.212.174",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- CRISANTEMOS PRODUTOS NATURAIS LTDA ME","B-LJ-CO-00","BOTI#17751-00#00","Q2KN-ELVY-EYX9",BOTI,20195172,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 11993964629 (4g) forçado 3g > % #B-LJ-CO-0017751-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-ELVY-EYX9.mera.boti",188853,5362665,wan2,,"192.168.0.170",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- CRISANTEMOS PRODUTOS NATURAIS LTDA ME","B-LJ-CO-00","BOTI#17751-00#00","Q2KN-ELVY-EYX9",BOTI,20195172,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente (10m) > % #B-LJ-CO-0017752-SP-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-CBVU-EM3L.mera.boti",188407,5361864,wan1,,"192.168.1.50",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- AZALEIA PRODUTOS NATURAIS LTDA","B-LJ-CO-00","BOTI#17752-00#00","Q2KN-CBVU-EM3L",BOTI,20195171,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0018205-RS-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-H3F5-2DDN.mera.boti",189361,5363569,wan1,,"192.168.0.100",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- ANNABELLA SANTOS CARNEIRO E CIA LTDA - ME.","B-LJ-CO-00","BOTI#18205-00#00","Q2KN-H3F5-2DDN",BOTI,20195163,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0018205-RS-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-H3F5-2DDN.mera.boti",189361,5363570,wan2,,"10.1.1.188",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI- ANNABELLA SANTOS CARNEIRO E CIA LTDA - ME.","B-LJ-CO-00","BOTI#18205-00#00","Q2KN-H3F5-2DDN",BOTI,20195163,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0020534-MG-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-8JUL-FMNJ.mera.boti",187650,5360508,wan1,,"192.168.15.124",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - COMERCIAL LAMANE LTDA","B-LJ-EP-00","BOTI#20534-00#00","Q2KN-8JUL-FMNJ",BOTI,201943,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0020534-MG-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-8JUL-FMNJ.mera.boti",187650,5360509,wan2,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - COMERCIAL LAMANE LTDA","B-LJ-EP-00","BOTI#20534-00#00","Q2KN-8JUL-FMNJ",BOTI,201943,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente ( 15 mb ) > % #B-LJ-EP-0014758-TO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-4Y38-2RVH.mera.boti",186842,5359036,wan1,,"192.168.20.161",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - G COSMETICOS ME","B-LJ-EP-00","BOTI#14758-00#00","Q2KN-4Y38-2RVH",BOTI,201978147,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente > % #B-LJ-EP-0014021-BA-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-EHCA-LL8X.mera.boti",188833,5362630,wan1,,"192.168.1.101",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - EROS PERFUMARIA EPP","B-LJ-EP-00","BOTI#14021-00#00","Q2KN-EHCA-LL8X",BOTI,201978146,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-EP-0011601-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-KJH3-GNR9.mera.boti",191695,5366460,lan1,,"10.200.95.194",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - KARINE FILGUEIRA DE OLIVEIRA - EIRELI - EPP","B-LJ-EP-00","BOTI#11601-00#00","Q2PD-KJH3-GNR9",BOTI,20195752,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente (15m) > % #B-LJ-EP-0011601-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-7C8J-KPXU.mera.boti",187339,5359956,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - KARINE FILGUEIRA DE OLIVEIRA - EIRELI - EPP","B-LJ-EP-00","BOTI#11601-00#00","Q2KN-7C8J-KPXU",BOTI,20195752,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-EP-0011601-GO-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-7C8J-KPXU.mera.boti",187339,5359957,wan2,,"-",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - KARINE FILGUEIRA DE OLIVEIRA - EIRELI - EPP","B-LJ-EP-00","BOTI#11601-00#00","Q2KN-7C8J-KPXU",BOTI,20195752,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< adsl cliente ( 30 mb ) > % #B-LJ-ES-0014694-SP-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-E9X5-ZNTU.mera.boti",188802,5362573,wan1,,"10.1.1.101",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - INBELLE CENTRO COMERCIO DE PERFUMAR E COSMETICOS LTDA - EPP","B-LJ-ES-00","BOTI#14694-00#00","Q2KN-E9X5-ZNTU",BOTI,20195751,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-ES-0014694-SP-FF $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-WJ7Q-CEBK.mera.boti",193208,5367962,lan1,,"10.200.69.194",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - INBELLE CENTRO COMERCIO DE PERFUMAR E COSMETICOS LTDA - EPP","B-LJ-ES-00","BOTI#14694-00#00","Q2PD-WJ7Q-CEBK",BOTI,20195751,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0019088-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-PUR5-4G9G.mera.boti",189615,5364019,wan1,,"192.168.1.2",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - BELLE COMERCIO DE PERFUMARIA E COSMETICOS LTDA","B-LJ-CO-00","BOTI#19088-00#00","Q2KN-PUR5-4G9G",BOTI,20195750,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0019088-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-PUR5-4G9G.mera.boti",189615,5364020,wan2,,"10.1.1.133",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - BELLE COMERCIO DE PERFUMARIA E COSMETICOS LTDA","B-LJ-CO-00","BOTI#19088-00#00","Q2KN-PUR5-4G9G",BOTI,20195750,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< - > % #B-LJ-CO-0018474-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2PD-HAS4-MCES.mera.boti",191302,5366068,lan1,,"10.200.92.194",MR33,"O BOTICARIO FRANCHISING LTDA","BOTI - MARCO PELOSO","B-LJ-CO-00","BOTI#18474-00#00","Q2PD-HAS4-MCES",BOTI,20195749,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0018474-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-MFCY-ZCSR.mera.boti",189533,5363871,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - MARCO PELOSO","B-LJ-CO-00","BOTI#18474-00#00","Q2KN-MFCY-ZCSR",BOTI,20195749,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0018474-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-MFCY-ZCSR.mera.boti",189533,5363872,wan2,,"10.1.1.148",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - MARCO PELOSO","B-LJ-CO-00","BOTI#18474-00#00","Q2KN-MFCY-ZCSR",BOTI,20195749,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 3538222959 ( adsl  10 mb ) > % #B-LJ-CO-0013776-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-B9JJ-KVPC.mera.boti",188148,5361406,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - GIZA PELLOZZO","B-LJ-CO-00","BOTI#13776-00#00","Q2KN-B9JJ-KVPC",BOTI,20195748,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","< 1193216085 (4g) > % #B-LJ-CO-0013776-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-B9JJ-KVPC.mera.boti",188148,5361407,wan2,,"10.1.1.252",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - GIZA PELLOZZO","B-LJ-CO-00","BOTI#13776-00#00","Q2KN-B9JJ-KVPC",BOTI,20195748,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0013775-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-ME9X-4SJL.mera.boti",189532,5363869,wan1,,"192.168.1.3",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - GIZA PELLOZZO","B-LJ-CO-00","BOTI#13775-00#00","Q2KN-ME9X-4SJL",BOTI,20195747,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
"O BOTICARIO FRANCHISING LTDA","<  > % #B-LJ-CO-0013775-MG-EE $ 1 @ SDWAN !1",,Meraki,Titular,"Q2KN-ME9X-4SJL.mera.boti",189532,5363870,wan2,,"10.1.1.106",MX64,"O BOTICARIO FRANCHISING LTDA","BOTI - GIZA PELLOZZO","B-LJ-CO-00","BOTI#13775-00#00","Q2KN-ME9X-4SJL",BOTI,20195747,EDGE,def5b8f753275eaa5ba494a8bea96680a5a68c93,"https://n279.meraki.com/api/v1/organizations",,1637303401
